Status,Tanggal_YMD,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
Terkonfirmasi,2021-08-04,351,1362,976,857,397,1862,2981,387,3994,4169,4030,681,2222,265,733,632,503,249,695,942,196,1656,189,1243,665,717,1464,43,18,157,254,169,530,278
Sembuh,2021-08-04,99,1075,2420,541,480,1125,2471,467,5378,6135,4192,363,1720,382,140,312,819,279,499,661,162,827,195,587,290,338,553,97,93,167,141,110,982,151
Meninggal,2021-08-04,10,37,80,17,0,44,63,25,142,520,339,13,85,13,15,22,0,5,41,16,4,35,6,35,20,89,46,1,0,1,1,2,15,5
Terkonfirmasi,2021-08-05,285,1470,964,802,248,1461,2311,352,4718,4252,4074,526,2083,352,876,599,445,217,786,856,473,1556,218,1197,838,680,860,110,46,270,301,174,1136,228
Sembuh,2021-08-05,134,1236,772,492,284,1138,2759,336,9632,7603,4650,336,2000,167,126,416,608,268,609,490,355,837,182,604,579,251,1667,29,123,191,136,168,476,72
Meninggal,2021-08-05,18,25,17,28,2,59,126,8,173,466,311,11,100,7,45,15,44,0,44,33,6,15,6,25,27,68,35,2,0,0,1,3,11,8
Terkonfirmasi,2021-08-06,383,1239,1003,862,402,1639,2186,369,4580,3022,4490,423,1815,286,906,509,512,201,897,925,621,2045,201,1166,1566,696,2205,189,13,71,212,143,3598,157
Sembuh,2021-08-06,193,1521,6899,494,369,2089,3211,220,8028,7966,5007,425,2585,155,786,211,421,222,701,684,194,1005,119,1136,383,618,1114,301,103,309,253,109,911,60
Meninggal,2021-08-06,8,46,16,25,9,72,53,21,107,440,380,10,87,4,23,8,0,4,63,25,9,24,6,25,37,48,56,0,0,1,4,2,18,4
Terkonfirmasi,2021-08-07,343,1027,810,625,231,1378,2008,320,3004,5340,3438,363,1786,340,908,454,320,272,613,831,524,1405,241,832,803,437,1251,176,37,140,217,88,1027,164
Sembuh,2021-08-07,184,1261,2623,521,458,2116,4562,527,4919,4832,4529,439,1730,186,522,210,574,337,625,784,411,416,202,628,475,627,1083,341,59,159,218,97,3005,56
Meninggal,2021-08-07,13,39,14,21,3,83,68,7,79,399,322,10,86,9,46,15,0,5,48,17,5,23,7,21,23,93,50,5,1,4,10,1,53,8
Terkonfirmasi,2021-08-08,285,1184,450,476,107,1194,1649,261,2248,4693,2537,223,1576,294,817,329,281,213,394,778,510,1406,102,735,843,497,1154,132,5,68,94,55,721,104
Sembuh,2021-08-08,327,1279,2072,614,300,2090,1152,234,18803,5370,3527,538,1705,456,421,375,595,238,580,663,390,505,77,726,284,985,2016,372,67,208,200,82,1148,139
Meninggal,2021-08-08,11,25,25,30,1,51,20,3,58,351,304,10,90,66,19,8,62,4,31,25,17,35,6,28,32,106,27,0,0,0,10,5,24,14
Terkonfirmasi,2021-08-09,152,1018,337,216,221,733,727,28,2422,4210,1965,65,1070,344,559,327,307,278,203,390,130,1035,89,807,428,367,784,46,77,408,135,62,636,133
Sembuh,2021-08-09,137,1123,2487,489,300,3214,1010,282,8800,6108,3477,490,2305,480,693,116,386,274,959,781,465,666,178,1763,853,565,1505,99,84,250,3360,105,1112,43
Meninggal,2021-08-09,20,40,31,21,7,59,14,9,120,404,305,9,72,18,24,23,18,3,35,13,8,28,4,30,25,62,53,2,0,2,2,6,7,1
Terkonfirmasi,2021-08-10,379,1411,842,689,120,1487,1425,453,4163,4560,3618,360,1546,348,578,505,310,226,610,501,173,1753,132,963,966,494,1235,97,171,418,205,224,912,207
Sembuh,2021-08-10,95,1576,1510,579,200,2648,1222,160,7441,6352,4471,536,2460,685,601,364,775,290,564,1079,266,876,340,883,693,647,1686,117,152,333,309,162,1345,69
Meninggal,2021-08-10,7,36,15,26,11,62,40,9,491,490,329,10,79,70,26,24,17,4,27,25,5,46,7,26,30,13,57,0,0,3,9,4,36,14
Terkonfirmasi,2021-08-11,385,1270,675,502,206,1510,1957,457,3174,4980,2885,386,1843,320,687,536,275,227,551,630,281,1472,90,1027,915,430,1174,36,42,341,175,220,867,99
Sembuh,2021-08-11,151,1148,1245,510,200,3378,1334,312,8120,6863,4275,526,1928,225,248,233,456,187,734,858,271,683,230,977,453,545,1058,169,111,502,155,122,1515,209
Meninggal,2021-08-11,5,27,29,25,7,52,42,5,120,350,431,8,64,12,24,10,21,2,31,22,9,37,6,28,32,54,55,5,0,4,9,6,31,16
Terkonfirmasi,2021-08-12,181,1353,395,395,117,1083,1078,100,1868,5300,3161,327,1176,309,462,332,233,194,273,545,507,1314,91,698,649,372,704,61,28,227,224,121,716,115
Sembuh,2021-08-12,375,1557,351,441,200,2770,2256,531,4519,7456,4142,529,1996,284,412,425,348,134,751,915,240,858,106,869,806,356,965,55,97,284,95,134,1285,95
Meninggal,2021-08-12,30,35,24,20,3,30,42,9,90,386,305,8,64,17,32,12,45,7,23,18,15,33,1,28,26,98,35,1,1,4,3,2,15,4
Terkonfirmasi,2021-08-13,411,1910,713,660,197,1243,1210,400,2968,4223,4178,562,1451,469,811,336,278,378,703,590,295,1284,130,1087,998,467,1070,77,55,139,241,222,885,147
Sembuh,2021-08-13,383,2124,3824,649,200,2942,1570,456,8759,3592,4375,519,1889,237,632,463,423,249,587,960,289,1252,111,1002,912,909,858,307,235,119,200,136,707,133
Meninggal,2021-08-13,9,51,17,24,8,65,68,7,70,464,262,6,70,19,4,11,7,8,20,16,5,40,4,28,30,45,29,4,2,0,5,6,18,10
Terkonfirmasi,2021-08-14,397,1795,605,553,265,1788,1363,414,2164,4560,3232,493,1168,396,856,365,247,248,405,609,346,1452,104,1018,882,468,1070,51,18,99,178,171,649,169
Sembuh,2021-08-14,562,1642,1053,519,200,1460,1219,226,2486,5237,4491,529,1728,263,424,667,300,224,879,1300,107,771,190,1013,731,396,1493,30,200,149,200,126,890,175
Meninggal,2021-08-14,16,36,17,15,0,42,29,13,43,375,274,10,66,12,44,13,17,6,31,26,16,17,6,16,34,25,31,0,1,3,2,6,21,7
Terkonfirmasi,2021-08-15,310,1071,406,311,77,933,1182,376,1299,4144,1725,334,776,482,616,419,212,207,211,562,233,1246,136,641,674,382,936,14,4,68,152,100,498,76
Sembuh,2021-08-15,1033,2046,1419,583,200,1318,1066,315,2099,4125,3545,525,1707,373,1126,305,718,264,564,1184,393,541,121,684,575,423,834,59,74,278,207,122,1420,115
Meninggal,2021-08-15,10,43,25,9,4,81,17,8,46,309,230,11,63,15,41,22,4,7,24,16,7,40,4,26,31,55,52,2,0,4,0,2,8,6
Terkonfirmasi,2021-08-16,341,888,208,235,75,702,513,173,2095,3803,1559,220,633,475,574,187,201,249,237,151,185,821,86,336,526,375,609,49,64,26,197,66,438,87
Sembuh,2021-08-16,136,963,1399,546,100,1181,947,246,4157,4115,3784,534,1892,327,416,138,400,308,497,1020,350,950,169,821,950,201,1684,53,79,116,164,82,968,232
Meninggal,2021-08-16,27,48,20,15,5,36,28,8,65,368,236,9,71,10,25,12,0,5,25,26,14,33,2,19,34,28,42,0,2,1,2,3,18,8
Terkonfirmasi,2021-08-17,390,988,402,337,110,1106,655,350,1643,3263,2346,407,923,337,669,495,284,201,370,268,172,1172,85,476,891,367,819,41,23,42,234,156,657,62
Sembuh,2021-08-17,218,1037,1321,682,100,2816,920,397,3894,5179,3971,526,1573,290,614,427,464,264,674,745,241,1076,267,757,453,375,1540,113,39,142,183,175,633,119
Meninggal,2021-08-17,12,48,13,10,2,44,24,6,90,304,257,15,52,8,40,11,17,5,29,8,0,11,3,30,21,36,33,7,0,4,16,2,15,7
Terkonfirmasi,2021-08-18,383,734,210,276,28,634,1029,121,1377,1072,1499,180,638,225,445,170,178,137,117,432,250,869,62,493,450,229,589,18,22,85,154,54,527,81
Sembuh,2021-08-18,176,1154,631,419,100,2311,897,735,4678,4020,3217,525,1656,161,785,599,297,266,437,656,383,1502,102,523,625,314,1098,36,65,192,105,140,949,40
Meninggal,2021-08-18,10,66,15,18,0,33,13,6,48,278,235,15,72,8,39,9,24,7,26,11,7,48,4,16,27,39,30,0,0,3,1,8,8,4
Terkonfirmasi,2021-08-19,355,1032,395,452,129,1175,731,357,3266,1428,3019,468,1100,302,791,416,183,219,305,291,168,1129,156,892,833,375,835,42,13,84,200,99,714,99
Sembuh,2021-08-19,238,1025,408,587,100,2121,934,362,6680,1804,3715,529,1293,202,762,241,260,158,793,678,245,1786,218,241,803,266,702,165,96,213,73,209,940,165
Meninggal,2021-08-19,12,62,17,12,2,57,34,10,239,388,223,16,71,5,29,6,22,6,17,15,11,34,8,26,23,90,28,7,2,2,1,3,10,4
Terkonfirmasi,2021-08-20,459,1039,449,440,98,820,968,325,2742,3432,2508,391,921,244,644,358,203,199,263,390,231,1481,62,685,595,371,764,18,17,53,136,89,491,118
Sembuh,2021-08-20,244,1244,470,581,100,2347,948,340,3071,1160,3347,728,1434,279,624,417,208,148,469,682,449,1311,116,1054,842,430,1187,64,133,117,61,108,1210,199
Meninggal,2021-08-20,18,73,4,16,22,47,11,4,268,363,203,16,45,6,19,9,16,8,24,17,2,21,5,21,17,35,30,0,0,0,0,4,10,14
Terkonfirmasi,2021-08-21,382,849,374,393,71,930,891,321,1747,1236,2122,265,657,179,705,241,203,134,236,532,215,1189,58,551,546,319,610,35,11,22,187,109,377,47
Sembuh,2021-08-21,255,1197,152,483,103,2547,915,194,1654,1514,3359,528,1222,354,631,383,240,171,466,735,375,832,160,975,577,441,1119,66,98,379,50,121,595,120
Meninggal,2021-08-21,29,57,6,13,17,29,13,9,343,311,213,12,37,5,27,5,14,4,16,11,5,39,1,21,29,15,43,4,3,4,0,9,8,9
Terkonfirmasi,2021-08-22,334,583,214,301,113,783,702,198,1192,822,1301,245,599,290,410,183,19,195,175,330,253,1002,53,411,318,243,568,16,7,9,74,83,295,87
Sembuh,2021-08-22,178,1055,862,443,189,1123,1102,480,1830,1385,2682,532,1732,239,682,458,247,249,878,1610,514,1031,125,1224,755,419,669,136,150,336,59,104,621,177
Meninggal,2021-08-22,24,52,2,14,0,39,28,8,59,317,203,12,26,5,28,9,7,4,21,4,4,19,2,19,21,51,29,3,0,2,0,3,9,6
Terkonfirmasi,2021-08-23,229,434,124,191,55,507,485,62,1483,798,1073,182,487,179,297,181,82,155,278,80,58,514,70,179,331,250,357,73,10,23,101,14,223,39
Sembuh,2021-08-23,287,1012,960,519,442,1553,641,375,1602,1142,3282,421,940,505,820,554,182,228,697,650,765,2211,73,1181,629,353,1033,146,344,131,74,110,835,61
Meninggal,2021-08-23,22,66,10,19,5,39,20,13,37,98,189,12,29,16,13,10,7,11,22,19,7,22,3,20,15,58,30,5,0,1,0,6,14,4
Terkonfirmasi,2021-08-24,354,934,360,469,38,748,484,159,5255,1242,1700,283,791,227,519,242,120,198,273,390,183,1135,84,550,573,229,563,49,10,42,152,103,585,62
Sembuh,2021-08-24,337,968,320,339,287,1723,516,390,14252,749,3313,512,1089,202,527,382,197,219,523,421,461,1944,126,989,966,417,997,54,330,262,48,157,917,148
Meninggal,2021-08-24,12,44,9,15,3,39,10,4,314,114,185,12,36,9,14,12,6,9,23,11,3,35,2,11,15,36,25,0,4,1,1,11,11,2
Terkonfirmasi,2021-08-25,368,746,355,388,75,873,789,274,5464,813,1619,339,865,186,466,284,84,202,167,380,243,1020,102,565,503,289,509,44,33,55,114,44,365,48
Sembuh,2021-08-25,253,838,535,408,204,1207,724,272,13486,1501,2690,517,1201,326,676,702,253,244,395,493,420,2030,137,637,974,329,877,86,247,120,42,130,587,162
Meninggal,2021-08-25,19,45,8,22,5,39,9,12,270,102,206,7,39,3,49,6,11,8,19,14,2,28,4,32,20,16,31,1,0,2,0,6,2,4
Terkonfirmasi,2021-08-26,361,565,239,345,91,795,577,161,5058,811,1351,317,637,168,473,208,136,143,210,483,203,975,57,448,471,204,555,55,8,136,150,65,383,60
Sembuh,2021-08-26,181,950,910,333,312,1383,1030,456,10498,1193,2627,415,889,382,970,204,175,229,738,766,278,1470,138,701,825,319,583,181,209,117,37,104,428,68
Meninggal,2021-08-26,17,51,7,14,1,15,10,7,235,76,161,13,36,5,24,1,6,1,21,11,14,51,3,12,24,30,30,3,0,2,0,3,1,4
Terkonfirmasi,2021-08-27,388,558,266,312,74,688,635,129,1349,1069,1409,267,523,182,253,367,114,191,156,316,129,1056,59,382,375,226,518,58,9,41,115,25,324,55
Sembuh,2021-08-27,112,685,424,415,21,1114,348,372,2562,1045,2370,405,1267,201,925,237,36,180,524,566,336,1923,161,398,842,254,421,25,230,163,105,127,378,118
Meninggal,2021-08-27,16,45,6,16,25,21,9,8,25,47,161,16,30,9,24,8,8,4,19,6,5,21,1,11,10,7,20,1,1,1,2,2,10,4
Terkonfirmasi,2021-08-28,307,474,216,285,51,525,468,165,956,749,1079,210,462,137,358,305,99,81,115,294,118,741,26,374,320,248,371,27,3,8,109,60,259,50
Sembuh,2021-08-28,386,824,508,401,202,1054,451,443,1652,682,1928,411,629,377,989,423,114,192,327,419,235,765,97,1323,817,249,1037,233,108,96,359,104,718,41
Meninggal,2021-08-28,23,34,5,12,1,31,10,11,29,54,167,2,18,15,18,4,8,3,7,13,5,29,1,25,15,5,33,0,0,1,1,0,7,4
Terkonfirmasi,2021-08-29,335,302,177,230,40,398,474,109,624,517,666,198,331,160,169,40,91,78,87,215,72,653,27,210,204,163,436,36,2,14,73,48,213,35
Sembuh,2021-08-29,194,932,105,319,220,737,706,284,1553,1267,1610,317,695,258,808,345,256,111,356,563,265,712,130,1041,375,270,1140,86,25,50,23,86,573,56
Meninggal,2021-08-29,19,44,3,15,2,22,6,13,12,39,145,3,25,5,8,6,9,2,22,11,11,36,0,9,17,27,24,0,0,1,1,3,11,0
Terkonfirmasi,2021-08-30,190,305,101,153,12,237,341,56,506,508,640,89,343,87,83,148,84,84,57,35,47,350,15,105,194,117,244,12,15,22,70,24,147,15
Sembuh,2021-08-30,223,866,966,361,204,972,834,238,2660,942,1640,251,732,131,1040,558,151,117,507,324,314,1285,118,703,666,852,746,42,47,33,148,76,562,89
Meninggal,2021-08-30,19,50,7,10,7,35,5,5,50,42,132,3,19,3,6,7,6,6,9,7,5,19,1,10,15,39,18,2,0,2,0,3,18,8
Terkonfirmasi,2021-08-31,327,376,265,348,49,539,399,113,1127,635,1323,230,548,148,371,244,78,119,102,239,175,792,38,389,340,243,437,41,7,38,104,47,264,39
Sembuh,2021-08-31,387,259,520,321,205,1127,529,215,2287,1102,1663,258,809,199,1016,508,122,144,390,308,472,972,146,610,580,192,702,53,13,44,27,84,434,83
Meninggal,2021-08-31,26,14,4,11,0,33,29,5,37,31,132,3,8,3,16,9,11,9,9,6,5,24,2,20,6,23,30,0,0,0,0,6,14,6
Terkonfirmasi,2021-09-01,310,399,178,298,27,470,673,133,1254,957,1122,295,537,122,256,188,82,123,87,202,207,731,29,297,244,179,342,6,17,176,139,41,188,28
Sembuh,2021-09-01,298,433,338,377,130,1030,1097,149,1779,1112,1480,256,714,127,902,545,160,143,150,333,430,1403,223,506,440,475,574,2,12,70,50,83,482,91
Meninggal,2021-09-01,17,20,4,7,1,26,12,7,53,162,140,3,29,3,15,5,8,5,18,7,10,5,1,10,16,24,23,0,2,1,0,4,10,5
Terkonfirmasi,2021-09-02,323,329,172,278,25,384,430,98,791,1134,853,268,503,103,292,187,83,104,82,146,112,701,24,267,285,149,311,14,6,50,94,59,263,35
Sembuh,2021-09-02,202,684,209,286,189,1043,836,105,4847,4897,1528,221,589,171,285,360,163,140,184,255,143,1286,106,624,543,240,485,78,12,131,8,61,273,24
Meninggal,2021-09-02,13,25,3,3,0,30,9,4,43,206,121,4,13,14,15,8,7,3,14,15,4,32,0,28,15,13,18,1,1,0,1,2,13,2
Terkonfirmasi,2021-09-03,339,394,137,251,51,353,343,107,845,727,771,182,366,93,287,169,107,98,94,186,80,566,28,238,231,119,299,9,9,29,56,25,181,27
Sembuh,2021-09-03,239,629,233,311,130,1079,833,170,2341,1306,1094,210,777,95,1205,33,97,123,200,603,96,849,232,544,483,357,623,33,41,84,9,39,340,106
Meninggal,2021-09-03,24,18,3,10,2,18,11,2,96,121,85,5,21,2,13,4,4,2,8,8,2,22,4,11,18,23,26,0,0,0,1,1,6,3
Terkonfirmasi,2021-09-04,232,348,154,241,74,279,360,116,545,512,614,270,324,83,262,119,76,81,80,127,92,520,32,248,281,111,214,4,5,24,77,32,182,8
Sembuh,2021-09-04,305,801,325,360,214,1194,485,159,2486,481,1201,212,594,219,614,104,87,89,161,376,178,656,138,580,549,126,492,41,0,58,20,38,362,101
Meninggal,2021-09-04,14,27,1,9,1,25,10,2,125,73,92,4,24,2,17,1,12,4,7,4,4,5,8,2,13,8,30,0,0,0,2,3,5,5
Terkonfirmasi,2021-09-05,262,251,108,158,35,260,303,72,355,625,448,150,293,93,178,124,47,69,90,120,71,393,3,141,145,136,182,9,1,59,61,25,108,28
Sembuh,2021-09-05,311,457,100,228,100,981,317,134,804,592,879,222,649,114,576,507,87,102,136,209,118,532,22,379,298,90,518,3,2,19,3,65,157,30
Meninggal,2021-09-05,15,18,1,8,5,21,11,3,9,89,70,3,22,4,12,5,5,2,7,1,4,6,2,22,9,6,21,1,0,0,0,4,3,3
Terkonfirmasi,2021-09-06,164,208,104,154,19,198,217,40,405,751,361,78,189,68,92,79,81,50,56,42,52,191,5,109,183,130,148,7,19,21,38,15,131,8
Sembuh,2021-09-06,302,354,231,299,121,648,735,238,1698,978,969,174,714,192,488,453,99,113,165,194,86,1375,190,396,395,397,474,6,6,36,15,53,359,96
Meninggal,2021-09-06,10,17,3,6,0,15,16,2,180,71,81,4,14,6,14,5,5,6,7,10,4,35,5,12,9,34,29,0,0,0,0,5,3,4
Terkonfirmasi,2021-09-07,279,295,87,297,57,252,262,54,778,964,675,254,400,102,233,73,67,87,105,135,105,448,35,234,186,107,224,9,12,44,99,22,182,38
Sembuh,2021-09-07,492,355,562,298,126,787,531,129,2849,1534,995,238,700,205,512,172,89,120,167,344,125,1717,43,283,275,111,363,33,7,37,203,125,302,76
Meninggal,2021-09-07,30,21,1,12,3,12,13,6,252,116,79,1,13,6,6,0,3,4,8,4,5,40,4,7,6,2,18,1,1,0,0,2,7,0
Terkonfirmasi,2021-09-08,252,298,109,236,28,213,428,72,690,710,613,190,358,56,165,157,80,70,67,132,159,459,28,240,171,121,217,2,6,41,106,31,174,52
Sembuh,2021-09-08,252,298,109,236,170,656,670,176,990,986,942,126,469,123,59,432,103,87,154,480,56,1345,48,271,598,149,462,14,67,36,781,69,184,18
Meninggal,2021-09-08,30,20,4,8,1,9,14,6,187,145,63,6,13,2,4,7,4,3,9,6,0,37,3,5,10,3,13,0,1,0,6,0,6,1
Terkonfirmasi,2021-09-09,230,256,134,230,29,183,308,70,517,534,508,268,273,113,241,192,52,73,108,132,114,431,11,183,160,130,194,7,5,25,48,36,151,44
Sembuh,2021-09-09,190,404,260,257,111,657,486,121,712,649,848,121,454,327,356,167,91,127,159,277,310,900,5,553,548,447,263,111,5,12,451,41,218,12
Meninggal,2021-09-09,11,16,3,10,0,18,13,3,13,78,45,7,16,5,7,0,1,5,4,3,6,6,0,7,8,20,22,0,1,0,0,2,4,0
Terkonfirmasi,2021-09-10,250,253,78,146,23,212,261,53,540,505,515,151,242,77,169,205,64,89,83,126,95,350,21,180,163,100,162,6,8,8,43,22,163,13
Sembuh,2021-09-10,217,409,218,206,79,659,456,210,930,633,787,214,578,126,401,95,35,129,222,231,104,5275,89,251,440,101,435,11,46,24,425,66,208,46
Meninggal,2021-09-10,21,13,1,8,3,13,12,3,8,47,49,4,10,0,21,13,3,1,4,9,8,3,1,7,12,15,12,0,0,0,11,0,3,0
Terkonfirmasi,2021-09-11,207,227,85,198,28,180,268,63,446,295,547,271,240,72,146,95,55,74,79,129,90,374,23,147,160,92,155,6,3,11,63,17,147,8
Sembuh,2021-09-11,457,329,62,269,100,560,401,138,296,362,681,210,429,118,256,135,60,101,162,267,91,796,19,217,341,134,316,2,6,17,7,71,145,31
Meninggal,2021-09-11,25,16,2,9,1,13,20,2,7,31,39,7,18,2,9,2,2,3,5,7,1,13,0,3,8,9,10,0,1,1,1,0,2,1
Terkonfirmasi,2021-09-12,125,152,54,124,9,146,306,48,567,168,367,120,166,38,96,159,37,62,57,95,33,281,18,83,84,65,152,7,3,9,31,19,91,7
Sembuh,2021-09-12,276,333,124,232,173,446,319,122,978,2004,614,219,375,100,256,188,49,107,242,217,142,527,13,249,234,124,304,12,2,18,18,66,310,8
Meninggal,2021-09-12,11,17,3,4,3,11,6,2,4,14,31,3,14,2,4,2,2,3,6,0,2,14,2,9,4,3,9,0,0,0,0,0,3,0
Terkonfirmasi,2021-09-13,133,122,61,80,5,83,187,14,210,353,318,35,92,41,26,76,63,26,71,18,13,128,9,69,85,69,85,3,1,7,28,11,66,9
Sembuh,2021-09-13,454,352,141,297,58,325,453,119,705,2026,682,216,333,126,286,172,53,63,154,326,203,647,53,144,360,167,289,11,19,13,2914,52,191,70
Meninggal,2021-09-13,9,15,0,6,0,13,6,6,7,35,37,2,13,1,0,6,3,5,7,9,1,23,0,5,10,13,15,0,0,0,25,1,3,0
Terkonfirmasi,2021-09-14,143,247,100,161,22,144,190,45,318,339,497,135,215,80,87,14,34,57,62,98,50,308,9,159,137,80,152,3,9,7,42,21,141,22
Sembuh,2021-09-14,216,700,207,277,104,441,500,67,637,2055,735,161,422,114,231,87,52,100,100,385,71,2180,37,220,240,169,210,8,16,14,181,25,255,29
Meninggal,2021-09-14,11,22,1,4,1,11,3,1,17,48,24,3,14,3,11,4,7,6,6,3,0,21,0,3,5,4,9,1,0,0,2,2,2,1
Terkonfirmasi,2021-09-15,135,182,54,139,11,174,305,40,384,332,436,147,166,53,95,116,78,50,45,84,37,250,10,154,85,73,103,7,5,7,35,24,85,27
Sembuh,2021-09-15,161,801,64,319,100,484,374,56,988,1917,686,168,336,61,189,2,50,91,93,245,189,2725,30,167,230,43,187,4,11,11,118,28,98,20
Meninggal,2021-09-15,18,17,0,4,0,15,10,1,22,39,23,2,11,3,1,0,4,2,3,4,5,50,0,3,8,4,8,0,0,1,5,1,2,1
Terkonfirmasi,2021-09-16,139,117,41,99,5,111,176,23,346,293,335,90,103,36,113,101,46,38,44,88,54,215,4,125,69,71,94,6,9,21,28,16,71,18
Sembuh,2021-09-16,241,523,404,398,100,611,331,90,755,1897,652,122,272,145,176,0,99,66,81,296,103,715,8,194,248,131,132,7,4,21,5588,20,176,27
Meninggal,2021-09-16,19,14,6,6,0,9,9,1,9,42,30,1,8,2,2,0,4,1,3,3,1,25,0,14,2,6,6,0,0,0,9,1,3,1
Terkonfirmasi,2021-09-17,161,218,53,130,16,131,206,61,328,265,427,118,233,63,114,55,47,50,49,119,53,254,13,124,124,63,127,10,6,4,38,16,152,7
Sembuh,2021-09-17,212,265,47,284,10,444,357,43,379,1927,691,121,378,712,166,6,58,64,58,86,126,433,11,135,214,98,230,50,16,53,1,58,166,13
Meninggal,2021-09-17,14,13,3,2,1,6,5,1,8,41,20,3,7,8,1,1,5,3,5,3,3,18,2,11,9,10,9,0,0,2,0,0,5,0
Terkonfirmasi,2021-09-18,159,155,81,110,15,134,200,27,238,298,314,134,175,48,98,82,34,54,61,63,55,232,10,96,143,75,93,8,4,11,67,10,88,13
Sembuh,2021-09-18,377,220,100,257,16,410,244,89,430,1306,558,125,302,213,291,3,47,50,58,126,82,296,11,225,192,43,217,1,6,10,582,24,159,6
Meninggal,2021-09-18,16,9,1,6,3,7,6,0,6,37,19,4,7,7,4,0,3,1,5,4,6,14,1,1,6,3,6,0,0,0,2,0,1,0
Terkonfirmasi,2021-09-19,111,115,69,60,7,106,155,27,170,219,234,53,84,41,35,67,21,30,28,32,44,145,5,78,61,54,61,0,2,3,34,17,60,6
Sembuh,2021-09-19,270,172,43,229,15,331,180,89,622,1401,476,113,194,195,153,32,66,41,75,124,92,306,41,243,119,85,185,5,2,8,0,24,68,51
Meninggal,2021-09-19,12,14,0,5,0,9,4,1,6,11,16,1,9,3,4,1,4,1,1,0,2,17,1,2,2,5,9,0,0,0,0,1,2,2
Terkonfirmasi,2021-09-20,64,99,33,79,10,83,91,17,116,332,142,41,104,34,50,70,29,12,24,10,17,123,3,20,54,46,140,1,2,3,20,12,49,2
Sembuh,2021-09-20,267,229,209,218,17,360,409,132,452,1925,409,115,306,237,203,16,58,42,86,125,12,298,28,61,181,175,164,0,0,13,47,29,108,4
Meninggal,2021-09-20,23,9,2,6,0,9,3,4,10,19,26,2,3,2,2,0,1,1,5,3,0,12,0,2,3,8,7,0,0,0,0,0,4,0
Terkonfirmasi,2021-09-21,164,173,84,89,2,95,106,18,285,245,316,154,192,40,72,81,25,34,55,83,49,315,6,109,108,57,111,13,14,36,38,17,74,3
Sembuh,2021-09-21,557,260,323,264,0,305,313,51,565,330,526,116,263,95,109,182,278,53,62,93,113,577,64,195,111,310,148,16,8,5,52,51,118,68
Meninggal,2021-09-21,16,12,3,1,0,7,4,1,9,23,25,0,3,1,2,13,0,4,4,4,0,7,0,1,4,13,7,0,0,0,1,1,1,4
Terkonfirmasi,2021-09-22,122,132,77,81,4,105,227,27,211,190,295,113,140,52,53,18,44,37,25,32,31,185,9,100,117,48,83,4,0,13,32,14,71,28
Sembuh,2021-09-22,833,236,70,157,0,264,287,99,427,267,367,116,186,84,104,42,10,43,44,223,139,385,32,147,213,101,135,3,14,41,38,34,203,12
Meninggal,2021-09-22,14,16,0,6,0,5,4,1,13,14,14,2,5,0,1,0,0,1,1,3,3,6,3,1,8,9,7,0,0,0,4,4,1,3
Terkonfirmasi,2021-09-23,70,138,73,90,8,100,165,27,243,333,220,83,130,41,83,77,42,44,29,87,49,129,4,106,111,52,85,1,37,33,44,16,88,43
Sembuh,2021-09-23,165,232,86,218,0,416,265,38,373,248,428,111,215,68,234,44,55,61,56,140,24,197,22,149,157,102,85,4,10,12,5,23,67,76
Meninggal,2021-09-23,23,16,2,5,0,7,2,1,13,16,22,3,2,0,1,0,4,2,3,5,0,8,0,4,3,1,6,0,0,0,10,0,1,0
Terkonfirmasi,2021-09-24,85,117,68,51,10,85,181,28,217,286,219,68,141,50,62,87,25,24,32,68,43,157,1,83,70,43,94,3,8,12,39,11,72,17
Sembuh,2021-09-24,880,148,34,146,1,251,327,53,328,227,357,108,211,71,50,10,24,33,40,108,59,268,18,128,143,106,142,11,16,29,13,34,180,53
Meninggal,2021-09-24,12,12,1,1,0,5,5,0,13,16,18,2,3,4,0,0,1,1,3,4,0,11,0,4,3,3,5,0,0,1,10,0,6,0
Terkonfirmasi,2021-09-25,88,105,44,59,14,96,133,10,188,309,215,41,78,39,48,32,20,23,21,44,22,108,9,100,53,37,57,5,3,8,44,8,64,12
Sembuh,2021-09-25,494,149,36,133,0,249,199,46,214,210,368,86,196,43,45,107,42,25,83,158,65,247,18,117,80,44,106,3,6,9,17,17,110,24
Meninggal,2021-09-25,9,9,2,6,0,5,3,0,2,12,17,1,2,4,1,2,2,0,2,4,1,4,0,4,3,5,8,0,0,0,10,1,4,0
Terkonfirmasi,2021-09-26,44,85,47,51,6,61,168,23,157,176,170,26,76,31,26,68,17,16,19,30,31,93,6,46,106,51,54,3,5,1,23,13,25,6
Sembuh,2021-09-26,144,143,40,131,0,115,126,56,296,186,239,91,112,55,79,12,41,34,83,123,67,379,0,50,123,34,91,2,4,9,0,13,88,10
Meninggal,2021-09-26,5,4,1,5,0,3,3,3,6,3,8,1,1,2,4,1,0,0,3,7,0,6,0,2,1,2,3,0,0,1,10,0,1,0
