Status,Tanggal_YMD,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
Terkonfirmasi,2021-06-10,247,61,188,89,33,455,2091,132,1334,1535,425,149,108,106,102,20,307,37,154,353,10,211,19,45,14,97,438,8,5,2,34,5,63,15
Sembuh,2021-06-10,35,58,50,148,30,233,1105,54,1260,591,227,104,94,55,164,26,293,32,98,199,9,88,4,69,8,82,471,,12,22,20,7,13,
Meninggal,2021-06-10,8,1,4,4,,9,25,1,19,58,32,,3,,1,,,3,9,6,,4,,2,,6,11,,1,,2,,2,
Terkonfirmasi,2021-06-11,284,46,214,97,64,417,2293,91,1302,1026,441,144,78,66,34,10,300,20,128,278,14,115,8,32,10,89,387,6,27,15,30,2,10,5
Sembuh,2021-06-11,88,60,162,147,42,217,1182,86,1461,769,256,112,76,24,35,8,288,61,89,366,26,103,,31,21,28,447,,5,12,20,1,7,
Meninggal,2021-06-11,7,2,2,2,3,9,21,,14,37,35,2,5,2,,,4,,11,10,,6,,1,,4,12,,,1,2,,1,
Terkonfirmasi,2021-06-12,108,22,214,57,43,436,2455,145,876,915,358,146,78,120,23,7,282,20,184,232,,99,6,36,8,96,388,10,1,13,20,13,50,4
Sembuh,2021-06-12,189,35,84,194,35,210,725,227,768,187,198,101,73,25,24,,970,25,104,221,2,93,,30,4,60,561,22,4,7,10,7,43,54
Meninggal,2021-06-12,14,3,3,1,2,10,19,1,12,37,28,,1,1,,,1,1,7,3,,3,,1,2,1,7,,,,,,3,3
Terkonfirmasi,2021-06-13,159,44,198,43,103,466,2769,133,1242,2579,418,136,109,97,29,33,215,10,144,267,2,73,8,17,9,113,322,13,31,14,8,,60,4
Sembuh,2021-06-13,38,42,50,140,50,225,935,244,712,171,205,104,69,,30,36,356,6,86,454,3,97,1,13,3,53,402,,3,7,20,19,74,7
Meninggal,2021-06-13,6,3,4,,1,8,19,2,9,9,29,,1,,3,,,,10,8,,13,2,,1,4,13,,,,,,2,2
Terkonfirmasi,2021-06-14,166,48,255,44,15,428,2722,104,1532,1400,403,,62,46,13,5,120,6,88,111,22,193,3,8,7,128,163,8,3,10,4,2,70,
Sembuh,2021-06-14,47,58,53,124,28,208,1034,197,1753,647,280,,85,166,27,15,27,21,289,170,2,119,3,44,17,98,546,30,5,16,,3,30,1
Meninggal,2021-06-14,6,2,3,2,,5,39,5,16,55,30,,10,1,3,,9,,11,7,,9,,4,,4,9,,1,,,,4,2
Terkonfirmasi,2021-06-15,155,55,141,75,34,438,1502,128,1793,1658,499,114,133,95,21,26,219,43,152,154,19,120,11,41,11,109,311,26,16,15,11,4,12,18
Sembuh,2021-06-15,281,30,54,148,79,211,1327,44,1287,890,245,113,118,61,42,5,,200,95,369,6,116,,35,2,62,520,32,12,13,6,,4,
Meninggal,2021-06-15,8,2,1,2,1,17,20,4,11,16,41,3,2,,1,1,,1,6,9,,5,,1,1,3,5,,2,,1,,,
Terkonfirmasi,2021-06-16,133,67,157,91,49,534,2376,124,2599,1251,702,121,145,94,57,17,351,5,138,214,,136,11,32,16,62,326,8,43,30,4,2,49,2
Sembuh,2021-06-16,50,24,38,112,36,278,1278,99,1511,596,256,126,82,17,55,6,499,42,164,233,6,97,2,3,9,89,452,11,2,9,2,1,44,
Meninggal,2021-06-16,9,,3,2,,15,34,2,15,18,46,3,1,1,1,,1,,7,4,,6,,1,,12,14,,1,,,,,
Terkonfirmasi,2021-06-17,140,65,168,92,30,595,4144,132,2800,1752,722,144,177,85,93,36,307,17,121,188,17,162,11,62,23,92,331,7,24,44,28,6,9,
Sembuh,2021-06-17,88,39,31,119,30,270,1870,62,1096,977,339,109,59,12,36,3,307,305,85,251,0,107,8,28,1,720,340,2,13,24,2,10,6,1
Meninggal,2021-06-17,4,1,6,3,1,18,50,2,17,52,53,3,2,,1,,23,,4,6,,9,1,,,4,15,,1,1,,,,
Terkonfirmasi,2021-06-18,150,95,249,73,70,592,4737,157,2791,1331,731,140,145,119,28,53,278,23,135,241,16,137,41,63,22,88,353,28,,41,11,4,20,28
Sembuh,2021-06-18,67,53,166,64,68,237,2517,125,1292,790,408,115,90,89,12,21,335,202,146,264,51,121,6,9,7,215,366,36,,2,6,21,6,
Meninggal,2021-06-18,2,3,1,3,2,12,66,2,49,51,39,2,4,,,1,,,4,7,1,7,1,,1,21,8,2,,1,,,,
Terkonfirmasi,2021-06-19,116,155,278,81,81,638,4895,146,2104,1877,693,147,152,88,48,13,341,39,119,135,19,122,22,67,39,117,284,16,15,33,6,5,6,9
Sembuh,2021-06-19,78,40,105,78,64,275,2443,99,1046,239,346,104,87,28,31,23,517,20,212,330,45,110,9,57,43,165,385,7,7,3,2,4,14,
Meninggal,2021-06-19,7,2,7,2,1,10,59,3,15,34,38,14,2,1,1,,,,5,5,,6,1,,1,22,9,,2,1,,,,
Terkonfirmasi,2021-06-20,93,106,228,49,85,665,5582,105,2009,2195,739,147,147,75,20,40,337,15,143,131,,108,29,50,20,141,274,1,69,58,6,26,34,10
Sembuh,2021-06-20,20,37,151,77,73,280,2457,132,973,154,376,115,78,12,50,16,215,75,179,207,8,124,,17,,146,380,,4,7,1,4,17,
Meninggal,2021-06-20,3,2,4,1,4,15,69,5,62,86,51,15,3,2,1,,2,1,5,5,1,1,1,,,20,12,,,,,,,
Terkonfirmasi,2021-06-21,47,91,333,41,46,662,5014,119,2719,3252,719,97,162,70,5,9,227,23,111,70,16,280,3,35,19,119,148,6,,6,12,2,7,66
Sembuh,2021-06-21,200,60,87,76,65,218,2835,164,1245,2207,367,101,82,97,29,,401,29,84,195,25,139,5,26,43,26,405,10,,3,,,9,
Meninggal,2021-06-21,12,1,6,3,2,12,74,8,28,38,50,14,,,1,1,,,6,4,,3,,2,3,18,7,,,,,,1,
Terkonfirmasi,2021-06-22,63,127,462,89,101,675,3221,141,3432,2439,746,125,245,135,37,40,153,11,151,188,39,298,64,130,23,72,224,36,40,24,37,3,97,
Sembuh,2021-06-22,79,48,233,75,50,260,3082,84,994,1670,383,128,121,17,20,5,26,43,76,154,16,183,5,22,16,121,360,3,64,15,,,21,1
Meninggal,2021-06-22,10,3,5,2,2,15,59,2,69,71,41,16,5,,,,2,,3,7,1,10,,1,,4,7,,,,,,,
Terkonfirmasi,2021-06-23,156,187,275,90,106,694,4693,103,2910,2595,873,155,227,96,77,84,309,25,115,294,47,146,87,130,33,142,330,21,33,87,37,47,71,33
Sembuh,2021-06-23,224,74,220,61,56,273,1191,125,1030,2032,422,103,68,6,87,3,279,74,67,181,2,171,4,16,11,37,315,1,6,8,2,12,5,1
Meninggal,2021-06-23,6,4,9,1,,17,47,3,38,45,51,15,5,,1,,25,1,6,7,,6,1,,1,3,10,1,,,,,4,
Terkonfirmasi,2021-06-24,73,181,599,120,141,791,7505,43,3053,4384,945,189,336,172,39,27,459,9,144,206,20,185,26,100,39,121,295,121,,124,10,13,104,
Sembuh,2021-06-24,111,70,197,74,80,258,2438,183,1667,2254,394,120,76,7,22,11,428,32,137,133,29,166,3,15,4,37,177,,,27,,1,50,
Meninggal,2021-06-24,6,2,4,,2,11,50,1,82,78,51,15,4,1,3,1,2,,8,4,,7,1,1,1,4,11,1,,,,,,
Terkonfirmasi,2021-06-25,103,195,313,68,196,783,6934,152,3846,2118,975,147,352,129,56,,403,7,202,322,36,190,163,151,56,153,274,86,136,85,45,5,172,19
Sembuh,2021-06-25,57,64,30,74,93,277,2571,172,1260,1949,509,109,115,52,21,,181,33,136,173,9,164,26,19,17,53,299,5,22,9,2,1,54,1
Meninggal,2021-06-25,6,2,5,2,2,16,69,5,84,103,52,15,4,11,1,,2,,11,4,1,1,2,2,4,1,11,,4,2,,,,
Terkonfirmasi,2021-06-26,81,246,266,126,109,782,9271,68,3787,2305,989,129,428,174,89,,408,6,173,257,23,220,63,126,29,148,365,58,30,148,42,2,106,41
Sembuh,2021-06-26,90,90,19,63,75,233,2725,115,1196,569,578,133,75,14,31,,255,59,94,357,34,136,1,55,,56,308,,3,10,8,1,,13
Meninggal,2021-06-26,6,3,4,2,4,22,51,1,74,52,50,15,5,,3,,17,12,8,4,1,3,2,2,1,1,10,1,1,2,,,,1
Terkonfirmasi,2021-06-27,59,174,698,103,16,830,9394,48,3988,2288,889,146,470,160,23,,435,19,162,172,8,119,109,93,35,235,223,28,51,151,34,32,114,36
Sembuh,2021-06-27,40,72,289,75,70,308,3506,51,1195,420,497,119,94,21,42,,285,30,103,75,5,117,3,103,2,116,306,4,17,22,5,,18,14
Meninggal,2021-06-27,4,4,19,,1,19,51,1,93,69,64,15,9,2,3,,15,,5,8,,5,,5,1,2,6,2,1,2,,,3,
Terkonfirmasi,2021-06-28,104,212,494,102,10,859,8348,46,4771,2143,1081,125,382,106,48,,329,41,199,89,34,208,30,125,50,159,209,24,119,120,12,19,78,18
Sembuh,2021-06-28,30,151,194,80,54,330,3414,150,1173,1501,559,110,124,78,14,,295,125,253,99,9,174,0,102,43,50,313,,1,15,,4,31,4
Meninggal,2021-06-28,14,5,7,1,,32,80,6,73,56,66,4,8,2,1,,15,,10,10,1,3,1,2,3,11,10,,1,1,,,,
Terkonfirmasi,2021-06-29,133,238,521,88,110,850,7379,123,3908,2932,1065,219,482,146,55,73,480,82,164,188,38,146,37,135,75,125,288,36,26,137,45,8,125,10
Sembuh,2021-06-29,87,102,202,63,82,390,3505,160,1140,1500,547,129,121,13,70,8,300,77,141,182,1,260,26,73,38,39,273,2,,38,3,11,22,40
Meninggal,2021-06-29,10,1,9,,4,18,80,3,112,66,78,6,13,,1,,18,,11,7,2,2,2,2,1,1,14,,1,,,,,1
Terkonfirmasi,2021-06-30,98,221,486,159,264,892,7680,107,4473,2335,1203,192,489,188,82,159,421,7,223,452,47,188,68,212,68,197,382,100,,162,35,39,178,
Sembuh,2021-06-30,116,113,74,81,92,351,3522,99,2175,2029,648,123,92,17,25,79,59,94,65,206,26,136,1,80,15,96,250,11,,37,59,23,10,3
Meninggal,2021-06-30,11,,17,,,30,71,5,90,73,94,,11,1,,4,4,,5,8,1,5,3,8,4,11,8,,,1,,1,1,
Terkonfirmasi,2021-07-01,92,311,300,248,178,895,7541,101,6179,2624,1397,191,596,256,124,196,397,139,229,549,42,174,100,253,78,206,416,132,218,151,46,101,349,27
Sembuh,2021-07-01,54,117,19,91,84,365,3527,209,1284,1675,695,121,111,64,44,88,267,49,88,95,7,196,50,61,14,88,147,4,10,21,,7,196,26
Meninggal,2021-07-01,3,9,2,3,4,37,46,4,65,180,74,5,11,2,1,3,6,,15,6,,4,2,1,1,3,11,1,,2,,,3,
Terkonfirmasi,2021-07-02,94,343,302,203,139,922,9399,183,4920,2538,1388,199,661,210,159,107,469,25,243,455,87,119,199,327,98,285,506,201,185,301,25,26,487,25
Sembuh,2021-07-02,259,177,20,69,74,353,5013,114,1573,1166,787,137,138,34,67,13,335,89,132,355,24,137,4,50,20,112,222,5,12,33,6,16,10,22
Meninggal,2021-07-02,8,8,5,5,7,24,30,5,37,220,82,25,9,,4,,15,,13,7,,3,,4,3,3,10,1,3,2,,,3,3
Terkonfirmasi,2021-07-03,72,272,715,163,140,1358,9702,56,5393,3224,1439,336,622,272,77,113,648,25,246,501,143,149,137,327,100,286,447,125,172,206,30,20,383,14
Sembuh,2021-07-03,209,178,21,93,89,424,5682,68,2275,1500,638,127,296,51,23,60,280,13,122,417,13,154,10,56,15,70,353,,,4,1,6,7,27
Meninggal,2021-07-03,6,4,7,1,4,36,40,7,38,188,80,25,15,2,1,3,8,,5,7,1,2,2,,,,8,,2,,,,1,
Terkonfirmasi,2021-07-04,72,355,621,170,190,1615,10485,131,4458,2955,1468,190,738,240,208,,416,9,244,435,94,132,138,176,56,281,463,146,,276,67,64,340,
Sembuh,2021-07-04,67,131,25,103,67,524,5816,94,2107,900,729,128,289,100,134,,630,9,315,129,47,128,42,80,18,129,246,23,,27,13,14,41,22
Meninggal,2021-07-04,1,4,17,1,4,38,76,3,66,138,89,25,16,,2,,22,,15,8,,5,2,3,2,3,6,4,,,,1,4,
Terkonfirmasi,2021-07-05,34,401,541,173,100,1465,10903,121,6971,3447,1543,101,428,139,22,147,408,65,172,81,2,135,32,219,77,306,424,68,278,339,44,22,461,76
Sembuh,2021-07-05,21,201,25,105,89,623,6597,167,1666,1572,916,104,223,49,22,42,535,74,136,126,22,136,32,91,28,52,272,1,9,43,1,1,417,18
Meninggal,2021-07-05,7,7,3,4,3,32,120,2,39,129,100,25,18,1,3,,12,1,9,11,,4,2,2,,4,11,,2,,,1,6,
Terkonfirmasi,2021-07-06,174,424,457,241,201,1386,9439,58,7239,4048,1808,259,726,198,55,207,586,122,255,304,164,256,89,249,107,266,418,117,349,258,15,45,632,37
Sembuh,2021-07-06,72,269,268,89,70,779,6100,94,3524,1428,1077,122,234,17,69,69,22,79,126,208,8,300,22,71,12,41,324,40,59,51,4,,212,3
Meninggal,2021-07-06,2,5,6,4,1,52,137,2,48,232,122,25,19,1,3,,4,1,15,9,2,9,4,,3,6,3,4,3,1,,1,4,
Terkonfirmasi,2021-07-07,114,505,612,223,227,1370,9366,106,8591,3823,2548,282,757,286,111,162,608,52,358,676,128,189,119,485,118,320,532,218,258,287,69,62,731,86
Sembuh,2021-07-07,29,210,168,93,74,800,3655,69,3705,2802,1045,126,325,38,36,26,758,11,139,109,13,142,11,73,15,12,193,24,8,48,9,26,28,15
Meninggal,2021-07-07,7,8,13,9,2,32,142,4,67,480,155,10,23,1,4,1,12,,20,3,2,1,2,8,2,2,16,1,6,1,,1,4,1
Terkonfirmasi,2021-07-08,162,577,503,288,264,1424,12974,132,7772,4232,2551,288,979,250,144,124,456,22,296,770,225,275,135,500,157,373,672,125,303,317,101,45,914,41
Sembuh,2021-07-08,50,267,143,99,92,918,10857,32,3259,2239,1291,138,236,23,84,27,33,21,173,314,56,199,17,148,35,50,211,19,9,86,5,4,43,7
Meninggal,2021-07-08,7,7,5,6,1,38,130,3,136,229,165,7,26,3,4,1,5,1,23,10,1,5,2,10,3,1,8,2,4,3,,1,5,
Terkonfirmasi,2021-07-09,80,674,514,287,101,1665,13112,186,7399,4530,2530,296,1021,216,200,168,725,8,341,718,278,336,124,511,233,383,504,171,210,213,125,34,220,11
Sembuh,2021-07-09,108,320,49,122,67,902,15022,136,4950,3033,1727,130,428,144,71,20,141,3,248,275,9,241,6,119,82,76,299,33,0,54,21,23,90,26
Meninggal,2021-07-09,13,6,4,6,3,44,138,1,160,202,168,6,18,0,4,1,11,,12,10,9,5,1,7,6,7,16,1,3,4,,,4,1
Terkonfirmasi,2021-07-10,133,678,569,322,212,1809,12920,134,4926,3618,2237,298,1051,232,202,253,481,214,423,847,223,284,116,573,135,336,738,234,191,190,74,63,353,25
Sembuh,2021-07-10,16,297,464,170,91,717,16839,90,3999,1610,1217,148,440,84,52,41,567,74,178,242,37,161,21,203,30,116,391,17,5,62,3,36,115,28
Meninggal,2021-07-10,2,7,8,6,4,37,90,5,164,162,180,6,26,3,5,3,28,,5,5,3,6,5,8,2,19,20,6,6,2,,2,,1
Terkonfirmasi,2021-07-11,67,561,679,263,161,1895,13133,147,6704,2575,2419,241,1134,261,120,282,651,503,388,344,137,282,237,477,184,326,653,184,347,199,89,80,474,
Sembuh,2021-07-11,43,298,305,155,111,710,20602,62,3583,2424,1434,136,422,44,35,56,504,56,239,286,23,149,44,189,63,44,373,19,18,86,13,23,57,9
Meninggal,2021-07-11,2,9,9,8,,50,54,4,269,152,279,16,53,3,6,4,3,1,18,18,3,4,7,4,4,4,15,3,2,,,1,2,
Terkonfirmasi,2021-07-12,36,656,2639,217,147,1731,14619,38,7942,2928,2742,247,1012,303,49,100,580,217,471,368,115,344,34,289,83,430,559,131,217,151,209,3,699,121
Sembuh,2021-07-12,181,315,322,169,105,782,20478,56,4449,2730,1669,114,299,85,62,43,390,290,291,258,36,163,124,222,138,200,496,61,44,119,1,15,47,
Meninggal,2021-07-12,6,14,8,5,,47,123,3,175,191,171,3,22,1,6,5,15,2,10,10,3,9,2,6,9,7,17,8,3,7,,1,2,
Terkonfirmasi,2021-07-13,162,723,4016,516,154,2731,12182,352,7192,3270,6269,746,1498,253,307,169,539,372,778,488,274,811,150,533,328,325,610,173,248,267,209,72,1128,54
Sembuh,2021-07-13,138,358,986,125,92,843,4571,38,4170,2433,2131,159,496,93,84,41,401,618,191,274,17,203,114,158,73,523,452,108,6,95,19,38,54,21
Meninggal,2021-07-13,7,22,2,12,,39,80,1,144,169,179,13,51,7,6,2,17,3,10,11,2,10,,4,4,40,11,1,,8,,1,4,4
Terkonfirmasi,2021-07-14,116,791,3889,508,247,2350,12667,400,10444,5110,7088,779,1658,281,393,251,529,236,760,666,255,896,135,550,264,320,978,161,211,602,357,33,537,55
Sembuh,2021-07-14,20,315,378,206,93,1044,3066,43,4119,2735,1837,193,458,225,62,110,468,110,200,331,124,165,176,206,66,20,474,56,28,192,1,8,165,68
Meninggal,2021-07-14,8,21,21,13,5,65,63,1,142,237,234,10,43,2,3,7,25,10,10,3,2,12,4,6,6,,16,5,7,3,,3,3,1
Terkonfirmasi,2021-07-15,100,843,3994,511,372,2706,12691,388,11101,4360,8230,585,1543,258,493,155,625,370,963,678,380,1127,222,594,308,349,963,199,162,350,318,117,639,63
Sembuh,2021-07-15,82,420,884,152,124,1027,3026,90,5137,2214,1988,213,544,13,137,108,619,110,262,354,19,174,69,230,86,47,363,72,18,359,17,39,35,17
Meninggal,2021-07-15,9,14,10,9,,54,141,3,126,239,211,0,49,0,5,1,18,6,11,7,3,15,3,5,7,1,23,5,,3,,,4,
Terkonfirmasi,2021-07-16,63,885,3680,457,354,1661,12415,303,10730,4188,7832,573,1724,270,345,170,719,241,689,1006,345,937,141,739,233,420,858,152,139,605,292,134,547,153
Sembuh,2021-07-16,50,476,801,234,93,1235,8448,131,7339,2653,2226,204,707,71,134,123,243,200,261,340,67,175,103,284,100,404,389,75,19,274,,25,160,35
Meninggal,2021-07-16,6,21,19,11,2,65,132,3,137,255,345,5,58,1,6,3,13,4,15,8,8,9,3,12,4,19,19,,1,7,,1,10,3
Terkonfirmasi,2021-07-17,69,1019,3424,486,217,2523,10168,302,9398,5655,6920,511,1667,376,645,348,892,379,770,637,261,1004,176,771,337,448,999,360,78,295,200,76,488,53
Sembuh,2021-07-17,39,529,468,157,102,1069,11613,114,4891,1678,2704,213,669,105,88,111,193,219,390,290,20,207,147,266,61,77,518,122,44,474,12,32,255,26
Meninggal,2021-07-17,13,23,12,15,,85,67,3,84,247,283,12,38,1,6,6,37,7,38,26,5,12,2,11,7,3,21,3,,3,,,17,
Terkonfirmasi,2021-07-18,63,944,3139,309,468,2119,9128,442,7777,4699,5726,358,1514,305,299,284,928,333,556,641,306,814,159,434,251,677,847,84,69,156,135,90,565,102
Sembuh,2021-07-18,86,465,310,271,232,780,11857,133,3895,3420,3053,249,708,160,103,172,347,210,300,316,89,217,126,349,72,176,639,90,23,147,67,30,141,31
Meninggal,2021-07-18,8,20,9,10,1,48,158,6,91,179,328,12,51,11,6,3,31,2,15,,6,14,6,17,7,11,28,6,,3,3,1,2,
Terkonfirmasi,2021-07-19,11,837,2166,275,116,1992,5000,207,7287,4042,4423,130,963,123,248,130,704,228,376,740,70,611,123,350,273,650,680,92,215,70,180,62,749,134
Sembuh,2021-07-19,49,617,399,263,133,1335,12674,86,5218,3668,2865,221,772,140,35,112,556,321,296,373,193,202,9,322,49,129,507,76,178,136,0,37,241,5
Meninggal,2021-07-19,3,25,5,12,2,56,250,6,82,278,359,8,77,8,6,6,17,2,32,,2,8,3,17,5,11,27,5,11,3,,3,9,
Terkonfirmasi,2021-07-20,52,880,2865,283,101,1872,6213,222,6928,3423,5654,403,1178,348,495,286,710,337,596,524,309,903,161,491,215,419,843,85,59,325,260,132,731,22
Sembuh,2021-07-20,11,533,480,307,167,1150,12071,122,3067,4218,2582,209,563,475,77,94,602,89,212,251,106,171,45,370,13,105,739,73,4,226,21,65,471,102
Meninggal,2021-07-20,,23,10,17,,70,268,5,70,303,268,13,87,1,6,10,23,5,4,6,5,19,1,19,9,2,24,1,,2,,3,6,
Terkonfirmasi,2021-07-21,51,1111,1903,286,197,1648,5904,14,5950,4253,3859,186,900,244,229,258,520,208,450,539,261,951,206,233,280,441,453,173,195,235,256,71,1249,58
Sembuh,2021-07-21,36,658,1316,217,94,1038,10558,117,6862,3979,2980,202,486,225,165,136,438,242,205,304,97,200,141,249,119,148,316,114,180,277,1,79,678,30
Meninggal,2021-07-21,4,23,29,18,3,87,95,2,119,386,402,14,60,11,7,4,13,4,12,9,3,4,3,16,4,15,24,5,1,,,1,5,
Terkonfirmasi,2021-07-22,103,1250,3333,528,214,1978,7058,359,10499,5371,6625,475,1952,339,650,405,690,379,806,617,370,1235,137,954,379,424,769,155,75,153,221,151,779,76
Sembuh,2021-07-22,57,652,775,294,95,1034,10631,21,7288,6115,3182,227,753,350,158,141,697,349,192,350,83,323,152,400,227,203,786,67,260,170,,68,216,54
Meninggal,2021-07-22,1,33,20,9,3,88,194,7,141,402,270,10,75,8,8,7,17,5,20,3,3,3,7,12,14,28,27,,9,5,1,3,9,7
Terkonfirmasi,2021-07-23,145,1407,2626,639,444,1431,8033,465,8925,4498,6912,422,1505,348,876,460,912,295,841,753,333,1521,274,1286,497,445,1008,181,121,239,325,77,807,20
Sembuh,2021-07-23,33,686,420,411,208,976,14442,35,6875,4095,4085,218,808,515,104,171,464,226,405,157,86,398,141,480,135,105,600,330,155,266,,45,880,33
Meninggal,2021-07-23,3,32,25,18,5,97,157,7,156,446,349,14,63,12,10,6,27,,27,13,2,3,5,19,5,11,21,7,7,3,1,2,12,1
Terkonfirmasi,2021-07-24,212,1057,2328,594,259,1628,8360,396,7587,5465,5699,287,2106,380,690,370,692,114,815,428,246,1276,226,815,388,499,1215,82,92,125,261,141,509,74
Sembuh,2021-07-24,41,696,458,323,155,1094,14612,73,6709,4004,4428,428,858,456,75,107,614,327,408,335,211,654,127,427,170,100,971,66,68,230,59,34,429,20
Meninggal,2021-07-24,3,25,15,20,6,87,151,9,115,338,356,9,71,25,10,11,21,,32,12,6,2,8,7,10,5,34,,,2,4,2,18,1
Terkonfirmasi,2021-07-25,200,990,1619,626,275,2145,5393,192,5302,5265,4763,364,1693,450,619,427,599,127,388,752,507,1031,311,880,278,399,1032,268,104,275,189,102,1080,34
Sembuh,2021-07-25,47,697,503,358,190,1116,14361,101,5141,3419,4866,423,965,194,186,146,608,242,483,274,227,396,93,581,99,74,927,80,30,528,19,60,173,33
Meninggal,2021-07-25,5,27,15,11,3,59,157,8,123,264,318,9,73,2,12,3,14,0,22,3,7,20,1,19,10,6,37,11,0,13,0,0,13,1
Terkonfirmasi,2021-07-26,160,1078,883,252,267,2667,2662,105,4368,4021,3157,132,944,424,195,210,473,136,366,614,191,1028,114,657,415,449,1137,179,51,73,351,100,320,49
Sembuh,2021-07-26,56,802,788,397,121,1018,14665,138,4855,4660,4490,342,880,607,409,155,509,362,325,440,217,511,126,547,50,139,806,141,262,326,0,64,1121,45
Meninggal,2021-07-26,5,26,10,15,3,77,160,6,226,270,371,11,72,2,17,9,45,2,20,16,10,9,12,6,11,16,32,7,0,7,2,4,8,
Terkonfirmasi,2021-07-27,226,1314,1610,709,274,2732,3567,226,8589,5187,6337,427,2009,254,517,457,656,207,1020,894,479,1408,258,954,620,581,1428,136,113,186,351,146,1244,87
Sembuh,2021-07-27,70,829,915,332,190,1126,14575,282,9340,4684,4956,441,1147,351,372,320,507,277,440,494,242,550,130,743,228,490,661,151,111,445,109,112,1389,119
Meninggal,2021-07-27,8,33,35,16,1,104,184,14,309,417,354,14,60,14,20,14,11,5,13,17,10,17,4,17,23,255,35,4,7,3,0,2,44,5
Terkonfirmasi,2021-07-28,237,1452,1642,632,383,2282,5525,567,8366,4666,6422,487,2129,416,862,581,690,287,1249,863,339,1588,233,1145,819,517,1276,195,87,116,338,79,1127,194
Sembuh,2021-07-28,40,955,1645,449,149,1241,11040,251,8067,4480,4591,391,1146,450,273,368,826,285,496,615,255,535,103,720,348,1447,924,138,139,231,333,53,849,23
Meninggal,2021-07-28,5,44,40,18,1,67,69,2,205,398,401,7,87,36,20,13,36,4,36,20,11,23,9,35,15,182,23,2,0,0,2,1,11,1
Terkonfirmasi,2021-07-29,231,1119,1464,595,365,1920,3845,385,7519,4535,5506,397,1540,379,913,493,516,326,1278,1036,562,1588,232,1359,804,687,2096,110,68,328,325,99,781,78
Sembuh,2021-07-29,40,615,3959,303,127,1110,11425,159,7845,6269,3987,394,1469,425,287,92,644,312,506,696,189,410,111,574,250,633,606,370,105,482,282,72,617,129
Meninggal,2021-07-29,10,20,28,19,1,58,27,19,210,679,337,8,85,11,20,5,30,3,70,21,5,13,7,27,16,92,25,10,0,5,12,3,15,2
Terkonfirmasi,2021-07-30,240,1365,1209,598,399,1932,3454,374,6912,4502,5210,431,2364,247,958,508,539,342,1002,873,452,1425,121,1082,643,569,1667,156,49,184,330,123,722,186
Sembuh,2021-07-30,66,811,2401,458,169,1808,11151,312,7437,5621,4965,360,1412,455,243,307,873,380,517,529,281,417,235,347,426,300,909,261,92,337,8,60,570,32
Meninggal,2021-07-30,10,37,56,17,0,93,43,12,88,449,381,15,69,101,26,6,45,3,11,8,13,14,5,29,25,90,43,3,3,6,25,5,28,
Terkonfirmasi,2021-07-31,228,1280,1366,580,520,1522,3327,300,4204,4896,4697,456,1660,446,720,554,497,383,893,886,708,1417,162,1268,418,678,1626,22,43,328,264,169,647,119
Sembuh,2021-07-31,162,908,3985,485,388,1296,4963,194,6931,4592,5165,390,1143,2192,452,319,894,263,568,439,192,350,106,697,322,274,373,172,150,144,0,75,660,128
Meninggal,2021-07-31,8,34,81,18,1,76,251,7,179,316,328,17,74,46,48,11,36,2,49,21,20,11,7,21,22,40,50,4,1,1,1,4,10,13
Terkonfirmasi,2021-08-01,204,1146,1325,449,311,1303,2701,414,2769,4234,3671,569,1716,309,665,527,366,260,547,718,293,1179,125,796,633,581,1202,22,33,243,187,154,886,200
Sembuh,2021-08-01,67,839,8044,418,437,888,4596,295,3441,4387,5988,436,1727,258,453,145,1380,283,800,456,332,405,166,691,191,632,846,32,63,93,12,63,553,29
Meninggal,2021-08-01,6,33,72,25,1,58,71,7,189,345,330,10,78,12,25,10,23,3,44,19,20,31,8,28,26,75,33,2,0,2,7,3,5,3
Terkonfirmasi,2021-08-02,62,1044,1060,344,314,1566,1410,63,2341,3218,2489,170,1086,285,470,254,406,150,184,983,126,651,135,540,543,472,1077,35,51,118,173,80,410,94
Sembuh,2021-08-02,188,770,3261,417,434,1508,2161,201,6212,2236,5829,287,1961,311,224,101,1087,268,332,411,311,432,100,670,307,689,993,47,173,518,27,39,274,28
Meninggal,2021-08-02,2,47,90,26,0,46,154,7,127,333,352,10,51,5,20,14,9,2,36,12,8,21,7,17,17,75,50,0,3,3,0,4,20,0
Terkonfirmasi,2021-08-03,259,1408,1368,831,331,1445,1601,435,4301,4331,4113,477,1419,293,744,475,575,247,724,1157,364,1434,255,1131,827,599,1254,49,58,209,325,116,608,137
Sembuh,2021-08-03,165,943,1311,472,470,1006,2506,286,5054,3564,4386,225,1499,319,337,573,900,358,494,654,242,539,100,539,308,666,1179,156,181,142,16,100,1479,155
Meninggal,2021-08-03,14,38,85,25,2,85,70,8,139,406,319,10,57,19,35,8,37,4,25,16,13,14,8,17,16,53,36,3,4,2,4,4,16,6
