Status,Tanggal,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,
Meninggal Dunia,2021-08-29,55,62,104,2,25,37,"1,174",5,265,975,"2,323",4,155,107,351,2,37,156,250,55,155,308,26,360,8,14,30,65,33,13,42,7,2,54,
Meninggal Dunia,2021-08-30,61,65,108,2,25,37,"1,183",5,265,990,"2,349",5,160,108,353,2,37,157,250,56,156,311,28,360,8,14,30,66,33,13,43,7,2,54,
Meninggal Dunia,2021-08-31,63,68,108,2,25,39,"1,197",5,273,998,"2,370",5,161,108,354,2,38,159,252,56,156,314,30,360,8,14,34,66,33,13,43,7,2,54,
Meninggal Dunia,2021-09-01,66,70,112,2,25,39,"1,214",5,275,"1,012","2,396",5,164,108,355,2,38,162,254,56,156,318,31,360,8,16,35,66,33,15,44,7,2,54,
Meninggal Dunia,2021-09-02,68,75,113,2,25,41,"1,231",5,276,"1,043","2,425",5,165,108,359,2,39,162,260,56,157,320,32,364,9,16,36,66,34,15,44,7,2,54,
Meninggal Dunia,2021-09-03,72,79,114,2,25,43,"1,246",5,280,"1,061","2,459",5,192,109,363,2,41,162,262,56,158,323,35,367,11,17,37,66,34,15,45,7,2,55,
Meninggal Dunia,2021-09-04,74,88,114,2,25,44,"1,252",5,281,"1,066","2,488",5,199,110,363,2,41,165,266,59,158,327,35,368,11,17,42,66,34,15,46,7,2,55,
Meninggal Dunia,2021-09-05,76,98,114,2,26,45,"1,265",5,281,"1,076","2,515",6,207,110,369,2,41,167,275,59,158,333,36,370,11,18,42,66,35,15,48,7,2,60,
Meninggal Dunia,2021-09-06,78,105,114,2,26,46,"1,274",5,281,"1,084","2,545",6,214,111,370,2,41,168,278,60,159,335,37,371,11,19,47,66,36,17,48,7,2,60,
Meninggal Dunia,2021-09-07,81,116,117,2,26,46,"1,296",5,281,"1,090","2,576",6,217,113,372,2,44,169,281,61,160,339,37,372,11,21,49,67,36,17,50,7,3,60,
Meninggal Dunia,2021-09-08,83,128,117,2,26,47,"1,317",5,283,"1,096","2,608",6,225,113,373,2,45,171,283,61,160,342,38,373,11,21,52,68,36,17,50,7,3,61,
Meninggal Dunia,2021-09-09,85,142,117,2,26,48,"1,334",5,286,"1,106","2,646",6,227,114,374,2,45,171,288,63,160,343,39,374,11,22,55,70,36,17,50,7,4,61,
Meninggal Dunia,2021-09-10,87,151,117,3,27,49,"1,351",6,286,"1,124","2,688",6,230,115,380,2,46,171,293,63,160,346,41,374,11,22,58,71,36,17,52,7,4,62,
Meninggal Dunia,2021-09-11,89,161,117,3,28,50,"1,368",7,293,"1,129","2,717",6,233,115,381,2,46,172,294,63,160,349,41,375,11,22,58,71,36,19,54,7,4,63,
Meninggal Dunia,2021-09-12,89,168,117,3,30,50,"1,386",7,294,"1,139","2,746",6,238,116,386,3,50,172,297,67,160,355,42,376,11,22,62,71,38,20,54,7,5,63,
Meninggal Dunia,2021-09-13,93,174,117,3,30,52,"1,391",7,299,"1,145","2,763",6,240,117,386,3,50,173,300,70,161,355,42,380,11,22,70,71,38,20,57,7,5,65,
Meninggal Dunia,2021-09-14,98,179,117,3,30,53,"1,418",7,299,"1,153","2,800",6,242,117,389,3,50,173,305,74,162,361,42,383,11,23,74,71,38,24,57,7,5,67,
Meninggal Dunia,2021-09-15,104,184,118,3,30,53,"1,450",7,305,"1,165","2,832",7,245,118,390,3,50,174,309,79,162,367,42,383,11,23,79,72,38,24,59,7,5,67,
Meninggal Dunia,2021-09-16,115,188,119,3,30,53,"1,481",7,306,"1,179","2,867",7,250,121,392,3,50,174,313,84,164,371,44,386,11,25,83,72,38,24,61,7,5,67,
Meninggal Dunia,2021-09-17,127,194,122,3,30,53,"1,495",8,309,"1,195","2,896",7,255,121,392,3,50,177,316,86,165,379,46,386,11,26,92,72,38,25,64,7,5,67,
Meninggal Dunia,2021-09-18,130,199,123,4,30,53,"1,517",8,311,"1,203","2,922",7,262,123,394,3,54,179,320,88,165,389,46,387,11,27,95,72,38,26,69,7,5,69,
Meninggal Dunia,2021-09-19,130,206,124,4,31,54,"1,527",8,311,"1,243","2,942",7,265,127,396,3,55,182,322,90,167,394,46,389,12,28,96,72,38,26,72,7,5,69,
Meninggal Dunia,2021-09-20,134,216,129,4,31,58,"1,541",8,317,"1,252","2,965",7,266,128,399,3,56,182,323,93,168,399,47,397,12,29,100,72,38,26,72,7,5,69,
Meninggal Dunia,2021-09-21,136,222,136,4,31,60,"1,570",8,319,"1,272","2,990",7,272,130,401,3,56,185,324,94,170,401,48,400,12,29,106,73,39,26,72,7,5,69,
Meninggal Dunia,2021-09-22,142,229,152,4,31,60,"1,600",8,330,"1,314","3,015",7,277,130,401,3,56,187,325,96,171,402,50,401,13,30,106,74,40,26,74,7,5,71,
Meninggal Dunia,2021-09-23,145,236,159,4,31,61,"1,628",8,343,"1,334","3,035",8,281,130,404,3,56,187,330,98,171,407,51,402,14,30,117,74,40,26,78,7,6,73,
Meninggal Dunia,2021-09-24,145,241,160,4,31,64,"1,648",8,355,"1,359","3,062",8,286,130,406,3,56,190,331,100,172,410,52,405,15,30,126,74,40,26,80,9,6,73,
Meninggal Dunia,2021-09-25,147,245,162,4,32,64,"1,661",8,368,"1,372","3,084",8,294,130,410,4,56,192,336,104,172,415,53,406,15,30,131,74,40,29,80,11,6,75,
Meninggal Dunia,2021-09-26,150,247,162,4,34,64,"1,673",9,386,"1,386","3,102",8,296,130,412,4,56,192,337,105,173,417,53,410,15,30,137,74,41,29,80,11,6,75,
Meninggal Dunia,2021-09-27,155,254,167,4,34,65,"1,686",9,387,"1,389","3,118",9,299,130,413,4,56,194,340,108,173,420,55,413,15,30,143,74,41,29,80,11,6,75,
Meninggal Dunia,2021-09-28,167,263,169,4,34,65,"1,695",9,390,"1,397","3,138",9,301,131,417,4,56,195,342,110,173,423,58,413,15,30,147,74,41,31,80,11,6,75,
Meninggal Dunia,2021-09-29,174,271,170,4,34,67,"1,716",11,405,"1,409","3,162",10,312,131,419,4,56,195,342,116,175,425,60,416,15,30,151,74,41,34,80,11,6,75,
Meninggal Dunia,2021-09-30,176,275,171,4,34,67,"1,729",11,420,"1,414","3,192",9,332,133,421,4,56,196,348,127,176,429,60,420,15,33,159,74,41,35,86,11,6,76,
Meninggal Dunia,2021-10-01,179,278,174,4,36,69,"1,735",11,435,"1,419","3,222",9,352,133,421,4,56,198,351,130,176,434,61,420,16,33,166,74,41,35,91,11,6,76,
Meninggal Dunia,2021-10-02,184,284,177,5,37,73,"1,738",14,450,"1,436","3,240",9,362,133,425,4,56,200,354,135,177,436,61,420,17,36,172,74,41,35,94,11,6,76,
Meninggal Dunia,2021-10-03,187,287,179,5,37,74,"1,742",14,465,"1,441","3,260",9,364,133,427,4,56,202,354,142,177,438,61,424,17,36,177,74,41,36,99,11,6,76,
Meninggal Dunia,2021-10-04,193,291,184,6,37,75,"1,755",14,480,"1,444","3,280",9,367,134,428,5,56,203,356,143,177,442,62,427,17,36,183,74,41,36,103,11,6,76,
Meninggal Dunia,2021-10-05,198,295,187,6,37,75,"1,771",14,495,"1,449","3,302",9,376,134,429,5,59,203,357,146,178,445,63,427,18,36,191,74,41,36,103,11,6,77,
Meninggal Dunia,2021-10-06,202,301,191,6,37,75,"1,802",14,511,"1,457","3,325",9,379,137,432,5,59,203,362,149,178,447,63,427,19,36,197,74,41,36,106,11,6,77,
Meninggal Dunia,2021-10-07,204,306,192,6,37,75,"1,817",14,524,"1,462","3,350",9,383,138,433,5,59,203,364,158,179,452,64,427,20,38,199,74,41,39,106,11,6,77,
Meninggal Dunia,2021-10-08,204,313,197,6,37,76,"1,834",14,527,"1,472","3,374",9,394,139,438,5,60,203,367,162,179,459,64,429,21,38,202,74,41,39,107,11,7,78,
Meninggal Dunia,2021-10-09,206,317,197,6,38,78,"1,855",16,529,"1,482","3,394",9,404,139,439,5,60,205,370,166,180,461,65,431,21,39,208,74,41,39,107,11,7,78,
Meninggal Dunia,2021-10-10,208,320,200,6,38,78,"1,871",16,530,"1,499","3,404",9,410,141,440,5,60,206,371,171,180,462,65,433,21,41,218,74,42,40,110,11,7,78,
Meninggal Dunia,2021-10-11,209,321,203,6,39,79,"1,889",18,530,"1,507","3,425",9,415,141,441,5,61,206,371,174,180,468,66,434,21,41,223,74,42,40,110,11,7,78,
Meninggal Dunia,2021-10-12,210,324,205,6,39,80,"1,914",18,539,"1,514","3,447",9,417,141,442,5,61,206,375,174,181,473,66,436,24,41,225,74,42,41,110,11,7,78,
Meninggal Dunia,2021-10-13,213,332,208,6,39,81,"1,933",18,539,"1,522","3,468",9,419,142,443,5,61,206,378,177,181,480,66,440,25,41,229,74,42,42,111,12,7,78,
Meninggal Dunia,2021-10-14,216,339,216,6,39,83,"1,950",18,552,"1,532","3,485",9,424,144,446,5,67,208,384,178,182,485,67,442,25,46,241,74,42,42,112,12,7,78,
Meninggal Dunia,2021-10-15,219,340,218,6,39,85,"1,970",18,559,"1,560","3,497",9,431,144,447,5,68,208,387,182,183,489,69,442,25,47,249,74,42,45,113,12,7,79,
Meninggal Dunia,2021-10-16,225,341,219,6,40,85,"1,994",18,559,"1,569","3,516",9,434,145,449,5,68,208,387,185,185,492,71,442,25,47,251,74,42,45,113,12,7,79,
Meninggal Dunia,2021-10-17,226,343,226,6,43,85,"2,015",18,559,"1,579","3,529",9,435,145,451,5,68,209,387,187,185,497,71,444,25,48,259,74,42,46,117,12,7,79,
Meninggal Dunia,2021-10-18,233,346,231,7,44,86,"2,032",18,559,"1,582","3,544",10,437,145,453,6,69,209,391,189,186,499,73,445,26,50,263,74,42,47,117,12,7,79,
Meninggal Dunia,2021-10-19,233,349,236,7,44,86,"2,046",19,580,"1,587","3,562",10,440,145,455,6,70,211,393,202,188,503,73,445,27,52,267,74,43,49,117,12,7,79,
Meninggal Dunia,2021-10-20,235,351,239,7,45,86,"2,068",21,600,1607,"3,582",10,440,145,457,6,70,213,395,205,190,507,73,445,28,53,270,74,43,51,119,12,7,80,
Meninggal Dunia,2021-10-21,238,353,240,7,45,88,"2,089",21,616,"1,620","3,606",10,445,145,459,7,70,214,398,210,192,509,73,445,30,54,279,74,44,57,119,12,7,81,
Meninggal Dunia,2021-10-22,240,355,244,7,46,88,"2,105",21,639,"1,630","3,619",10,453,145,462,7,70,215,399,213,194,512,75,445,30,56,285,74,44,57,119,12,7,81,
Meninggal Dunia,2021-10-23,244,361,248,7,46,88,"2,126",21,649,"1,645","3,631",10,454,147,465,7,79,216,406,220,194,514,76,447,31,58,291,74,44,59,119,12,7,81,
Meninggal Dunia,2021-10-24,250,371,250,7,47,88,"2,146",21,668,"1,665","3,647",10,456,148,468,7,86,217,407,220,195,514,77,447,33,61,300,74,45,61,119,12,7,81,
Meninggal Dunia,2021-10-25,251,372,258,7,48,88,"2,164",21,679,"1,673","3,663",10,459,148,471,7,87,219,407,226,195,516,79,451,33,61,303,74,45,61,119,12,7,85,
Meninggal Dunia,2021-10-26,256,374,261,7,48,88,"2,177",21,694,"1,689","3,683",12,461,151,474,7,89,219,409,229,195,523,79,451,33,64,307,74,45,63,124,12,7,85,
Meninggal Dunia,2021-10-27,260,378,261,7,48,89,"2,188",22,708,"1,701","3,704",12,465,151,477,7,89,219,410,238,197,524,80,451,33,68,313,74,47,63,124,12,7,85,
Meninggal Dunia,2021-10-28,266,380,262,7,48,90,"2,204",23,714,"1,711","3,724",16,466,151,479,7,90,219,410,242,199,526,80,453,34,70,319,75,47,65,129,14,7,85,
Meninggal Dunia,2021-10-29,266,382,264,7,48,91,"2,218",23,714,"1,720","3,740",17,471,151,481,7,93,219,412,251,200,529,80,463,34,73,325,75,47,65,129,14,7,85,
Meninggal Dunia,2021-10-30,269,385,266,7,48,92,"2,232",23,718,"1,734","3,758",20,472,151,482,7,94,220,412,256,200,530,81,464,34,74,331,75,47,65,129,14,7,85,
Meninggal Dunia,2021-10-31,270,287,269,7,49,93,"2,251",23,719,"1,745","3,768",20,482,151,485,7,94,221,413,260,204,534,82,467,34,76,336,75,47,65,129,14,7,85,
Meninggal Dunia,2021-11-01,270,389,271,7,49,93,"2,270",23,721,"1,756","3,776",21,487,151,487,7,94,221,423,265,204,536,82,467,34,78,338,75,47,66,129,14,7,85,
Meninggal Dunia,2021-11-02,270,391,275,7,52,94,"2,288",23,732,"1,766","3,799",21,489,153,487,8,94,222,428,270,205,542,83,468,36,78,340,75,47,66,129,14,7,85,
Meninggal Dunia,2021-11-03,272,392,277,7,54,95,"2,298",24,737,"1,789","3,818",22,493,154,488,9,96,222,434,274,206,546,83,468,38,81,342,75,47,66,129,15,9,86,
Meninggal Dunia,2021-11-04,277,393,280,7,54,97,"2,313",24,752,"1,804","3,838",22,494,156,488,9,96,224,439,279,208,552,85,470,38,85,346,75,47,68,129,15,9,86,
Meninggal Dunia,2021-11-05,279,396,280,7,54,99,"2,328",24,761,"1,819","3,853",22,495,157,489,9,97,225,442,283,208,556,85,470,39,87,348,75,47,69,133,15,11,86,
Meninggal Dunia,2021-11-06,279,399,287,7,54,100,"2,346",24,761,"1,831","3,870",22,495,160,491,10,97,227,443,289,210,560,87,470,41,90,355,75,48,69,133,15,11,86,
Meninggal Dunia,2021-11-07,282,399,289,7,56,102,"2,357",24,761,"1,859","3,884",22,499,161,493,10,104,227,445,297,212,562,87,470,41,91,360,75,49,69,133,16,11,86,
Meninggal Dunia,2021-11-08,282,399,292,7,56,103,"2,365",24,762,"1,866","3,899",22,505,161,495,10,108,229,448,303,213,564,88,470,41,97,364,75,49,69,135,16,11,86,
Meninggal Dunia,2021-11-09,282,400,298,7,56,105,"2,377",24,764,"1,876","3,913",22,508,162,496,10,110,229,451,305,214,566,88,471,42,103,366,75,50,71,135,16,11,86,
Meninggal Dunia,2021-11-10,282,400,298,8,56,105,"2,390",24,769,"1,891","3,933",22,512,164,496,10,110,229,452,309,216,569,88,472,43,103,366,75,50,71,135,16,11,86,
Meninggal Dunia,2021-11-11,282,402,298,8,57,106,"2,402",25,774,"1,906","3,951",22,514,164,498,10,110,229,457,309,216,570,88,472,44,103,375,75,50,71,135,16,11,86,
Meninggal Dunia,2021-11-12,282,403,298,10,59,108,"2,412",27,795,"1,918","3,970",22,518,165,499,11,116,229,461,311,216,572,88,472,44,103,378,75,50,71,136,17,11,86,
Meninggal Dunia,2021-11-13,282,403,298,10,59,110,"2,428",28,802,"1,950","3,982",22,519,167,501,11,117,229,463,311,222,577,88,472,47,105,381,76,53,71,136,17,14,86,
Meninggal Dunia,2021-11-14,282,403,298,10,60,111,"2,440",30,804,"1,990","4,007",22,528,168,502,11,117,229,467,311,225,578,90,474,48,105,382,76,53,71,137,17,14,88,
Meninggal Dunia,2021-11-15,282,403,298,10,62,112,"2,445",30,804,"2,011","4,022",22,534,168,502,11,118,229,468,315,225,578,90,474,48,109,385,76,53,71,137,17,14,88,
Meninggal Dunia,2021-11-16,282,403,298,10,62,112,"2,452",30,827,"2,021","4,036",22,536,168,503,11,120,229,471,318,227,582,91,474,50,110,393,76,53,72,137,17,14,89,
Meninggal Dunia,2021-11-17,283,403,298,10,63,113,"2,456",32,850,"2,062","4,041",22,536,169,505,11,124,229,473,323,227,583,91,475,51,110,395,76,53,72,137,17,14,89,
Meninggal Dunia,2021-11-18,306,404,298,10,64,115,"2,464",32,854,"2,080","4,068",22,539,170,507,12,124,230,476,330,228,585,91,475,52,110,397,77,53,72,137,18,14,89,
Meninggal Dunia,2021-11-19,306,404,298,11,66,115,"2,478",33,863,"2,088","4,084",22,545,175,509,12,124,230,481,332,231,587,91,477,54,115,399,79,57,76,137,18,14,89,
Meninggal Dunia,2021-11-20,306,406,302,11,66,117,"2,493",33,865,"2,095","4,109",22,545,176,510,12,124,234,483,335,231,588,93,477,54,115,404,79,57,76,137,20,14,89,
Meninggal Dunia,2021-11-21,306,406,305,11,66,119,"2,509",34,865,"2,110","4,125",22,551,177,511,13,124,234,484,344,231,591,94,482,58,115,409,79,60,79,137,20,14,89,
Meninggal Dunia,2021-11-22,306,407,305,11,67,123,"2,525",35,866,"2,130","4,149",22,553,180,514,15,129,234,485,351,233,594,95,486,59,115,414,79,60,80,137,20,16,89,
Meninggal Dunia,2021-11-23,306,410,307,12,71,127,"2,542",35,868,"2,140","4,184",22,562,183,516,16,131,235,487,352,234,595,96,488,62,122,416,80,60,81,137,20,16,89,
Meninggal Dunia,2021-11-24,306,411,314,12,71,133,"2,561",36,872,"2,153","4,215",22,567,183,518,16,133,235,491,352,237,597,96,488,62,126,419,81,60,82,137,20,16,89,
Meninggal Dunia,2021-11-25,311,414,316,12,72,136,"2,578",36,878,"2,162","4,249",22,569,183,520,16,133,237,491,360,237,600,97,490,66,130,424,81,60,82,137,20,17,89,
Meninggal Dunia,2021-11-26,317,419,318,12,73,137,"2,592",36,882,"2,197","4,275",22,577,185,522,17,133,237,494,363,239,600,97,490,68,135,428,81,60,82,137,21,17,89,
Meninggal Dunia,2021-11-27,318,422,322,12,74,140,"2,607",37,887,"2,248","4,314",22,583,189,523,18,133,238,497,366,239,604,102,491,70,142,436,81,60,82,137,21,17,89,
Meninggal Dunia,2021-11-28,319,423,324,13,77,144,"2,622",37,892,"2,267","4,346",22,586,191,524,18,137,239,500,371,239,609,103,491,71,145,445,81,61,84,137,21,17,90,
Meninggal Dunia,2021-11-29,323,424,329,13,77,145,"2,641",37,898,"2,340","4,375",22,587,193,526,18,137,240,501,372,242,612,106,492,72,148,451,81,61,86,137,21,17,91,
Meninggal Dunia,2021-11-30,323,428,334,13,77,145,"2,660",37,909,"2,363","4,407",22,592,193,528,18,137,242,507,374,245,615,107,494,72,151,457,81,61,87,137,21,17,91,
Meninggal Dunia,2021-12-01,329,431,339,14,78,146,"2,683",37,922,"2,370","4,438",22,593,197,531,18,138,243,513,383,245,617,107,497,72,158,459,81,61,88,140,21,19,91,
Meninggal Dunia,2021-12-02,330,432,340,14,78,147,"2,706",37,926,"2,393","4,468",22,594,198,534,18,138,244,516,391,245,619,108,499,73,160,464,82,61,88,140,22,21,91,
Meninggal Dunia,2021-12-03,330,437,345,15,80,148,"2,732",39,947,"2,409","4,493",22,597,200,537,18,139,245,521,400,247,623,110,500,77,167,468,83,61,88,141,22,23,91,
Meninggal Dunia,2021-12-04,336,441,350,15,83,148,"2,755",39,951,"2,414","4,526",22,602,200,539,18,139,247,526,409,252,625,113,502,77,170,470,83,61,88,141,22,24,91,
Meninggal Dunia,2021-12-05,341,442,353,17,85,150,"2,778",39,955,"2,424","4,550",23,602,204,539,18,139,247,530,417,253,626,113,504,77,176,474,83,61,88,141,24,25,91,
Meninggal Dunia,2021-12-06,341,444,358,17,88,152,"2,801",41,962,"2,462","4,584",23,604,204,540,18,143,248,538,423,253,629,116,504,78,177,477,83,61,88,141,24,26,92,
Meninggal Dunia,2021-12-07,341,446,362,18,89,153,"2,825",41,971,"2,470","4,618",24,611,209,541,18,148,250,541,425,255,632,116,508,78,178,482,83,61,89,141,24,27,92,
Meninggal Dunia,2021-12-08,342,446,365,18,90,154,"2,846",42,977,"2,476","4,667",24,614,211,543,18,151,251,541,434,257,633,116,511,79,183,489,84,61,92,141,25,27,92,
Meninggal Dunia,2021-12-09,342,451,369,19,91,155,"2,864",42,993,"2,513","4,705",24,620,215,546,23,151,252,543,437,259,634,116,511,80,186,495,84,68,93,141,25,29,95,
Meninggal Dunia,2021-12-10,342,455,372,19,93,162,"2,882",42,"1,025","2,544","4,740",24,627,215,548,23,151,252,545,438,260,637,116,512,82,191,500,84,68,94,142,26,30,95,
Meninggal Dunia,2021-12-11,349,459,374,19,94,165,"2,900",45,"1,046","2,562","4,791",24,631,220,550,23,152,252,548,443,265,639,116,521,85,195,503,84,68,94,142,26,31,95,
Meninggal Dunia,2021-12-12,350,461,376,19,96,166,"2,917",46,"1,052","2,587","4,832",24,634,228,552,23,152,253,554,444,266,640,117,527,86,201,507,84,69,94,142,26,33,95,
Meninggal Dunia,2021-12-13,350,463,377,20,98,168,"2,933",47,"1,057","2,635","4,879",24,638,232,553,31,155,255,557,445,269,640,117,531,86,205,510,84,69,94,142,26,34,95,
Meninggal Dunia,2021-12-14,352,463,378,20,100,169,"2,950",47,"1,072","2,651","4,920",24,642,234,555,31,157,255,561,449,270,644,117,534,86,217,513,84,69,95,142,26,34,95,
Meninggal Dunia,2021-12-15,354,468,381,21,100,172,"2,972",47,"1,080","2,674","4,969",25,645,238,557,33,157,256,564,453,271,645,120,535,88,221,516,84,70,98,142,26,34,95,
Meninggal Dunia,2021-12-16,354,470,382,24,100,175,"2,994",47,"1,081","2,698","5,016",25,653,238,557,33,158,256,569,454,272,645,120,537,89,229,520,84,70,98,142,26,36,96,
Meninggal Dunia,2021-12-17,354,472,384,24,102,177,"3,014",47,"1,092","2,728","5,055",25,658,241,559,33,158,257,570,455,273,646,121,541,91,232,525,84,70,98,146,26,36,96,
Meninggal Dunia,2021-12-18,354,476,384,25,103,179,"3,033",48,"1,093","2,746","5,102",25,661,241,561,33,160,257,571,457,277,647,122,543,93,233,534,84,70,98,146,26,36,96,
Meninggal Dunia,2021-12-19,354,477,390,26,105,182,"3,053",48,"1,094","2,770","5,150",25,667,243,563,33,160,258,574,462,279,649,123,547,93,238,538,86,70,98,146,26,36,96,
Meninggal Dunia,2021-12-20,355,481,390,27,107,190,"3,072",49,"1,095","2,843","5,210",25,677,248,565,34,160,258,579,467,284,653,124,552,95,240,540,86,70,98,146,26,38,96,
Meninggal Dunia,2021-12-21,355,482,397,27,108,197,"3,087",49,"1,099","2,927","5,254",25,682,251,568,35,160,260,581,472,289,655,124,559,96,240,544,86,70,98,146,26,40,96,
Meninggal Dunia,2021-12-22,355,483,397,28,109,206,"3,101",49,"1,102","2,972","5,303",26,688,252,571,38,162,262,583,482,289,660,127,564,97,241,545,87,70,98,146,26,41,97,
Meninggal Dunia,2021-12-23,357,485,403,28,111,206,"3,116",51,"1,104","3,003","5,353",26,693,254,573,39,162,263,586,487,291,664,130,565,98,242,548,87,70,99,146,27,42,99,
Meninggal Dunia,2021-12-24,357,488,403,28,111,214,"3,132",51,"1,114","3,056","5,399",26,699,257,575,42,163,264,590,487,293,669,130,569,101,243,552,87,71,99,146,30,42,101,
Meninggal Dunia,2021-12-25,357,493,408,30,113,226,"3,153",51,"1,114","3,147","5,477",26,709,259,577,45,163,265,596,488,294,670,131,571,102,247,559,87,71,99,146,30,42,101,
Meninggal Dunia,2021-12-26,358,497,410,31,114,232,"3,167",52,"1,114","3,167","5,535",26,718,261,578,45,165,266,599,490,295,670,131,575,103,250,567,87,71,99,146,31,43,101,
Meninggal Dunia,2021-12-27,358,500,410,32,115,235,"3,189",52,"1,157","3,247","5,583",26,721,265,578,51,166,270,603,494,298,672,131,578,104,254,569,87,71,99,146,32,43,101,
Meninggal Dunia,2021-12-28,358,504,413,32,116,239,"3,210",52,"1,157","3,331","5,637",26,727,266,579,51,169,270,605,494,301,674,134,582,106,259,573,87,77,99,146,33,44,101,
Meninggal Dunia,2021-12-29,358,506,418,33,117,249,"3,228",54,"1,159","3,422","5,701",27,731,268,581,55,172,270,606,501,305,675,145,585,106,263,576,89,79,99,146,34,44,101,
Meninggal Dunia,2021-12-30,358,515,425,34,117,260,"3,249",55,"1,161","3,501","5,762",27,738,268,584,56,172,271,610,502,309,679,147,593,106,269,580,89,79,99,146,34,48,101,
Meninggal Dunia,2021-12-31,358,519,425,35,117,260,"3,270",55,"1,172","3,562","5,827",27,743,269,585,57,172,273,611,504,310,679,149,594,106,274,583,89,79,99,147,34,50,104,
Meninggal Dunia,2021-01-01,358,520,426,36,117,273,"3,290",55,"1,175","3,600","5,900",27,755,269,586,58,172,277,613,505,310,681,149,599,108,277,586,90,79,100,148,36,50,104,
Meninggal Dunia,2021-01-02,358,525,432,36,117,275,"3,316",56,"1,176","3,686","5,959",27,759,270,587,58,173,279,615,506,322,683,151,601,109,277,592,90,81,101,148,36,50,104,
Meninggal Dunia,2021-01-03,358,527,434,36,117,288,"3,326",56,"1,178","3,749","6,009",27,763,274,589,60,173,279,615,508,322,683,153,607,112,280,597,90,81,101,149,36,53,104,
Meninggal Dunia,2021-01-04,358,534,439,39,118,290,"3,347",57,"1,180","3,787","6,065",27,769,275,591,61,173,281,615,512,322,684,154,609,115,287,599,91,85,101,150,38,54,104,
Meninggal Dunia,2021-01-05,358,536,441,42,118,293,"3,366",57,"1,188","3,840","6,119",28,777,276,593,61,175,283,620,520,323,686,156,615,118,292,601,91,86,101,150,39,56,104,
Meninggal Dunia,2021-01-06,358,543,441,45,120,297,"3,382",57,"1,199","3,888","6,173",28,782,276,593,63,175,284,623,522,323,689,158,619,118,309,602,91,86,101,150,40,57,104,
Meninggal Dunia,2021-01-07,361,548,450,48,122,301,"3,403",59,"1,201","3,935","6,241",28,789,276,594,63,177,284,626,528,327,691,159,627,119,326,603,91,86,101,151,44,57,104,
Meninggal Dunia,2021-01-08,361,552,451,48,125,308,"3,427",60,"1,205","3,992","6,314",28,797,278,596,63,177,284,626,532,331,695,160,634,120,341,608,92,86,102,153,45,57,105,
